ArttÄ±rÄ±labilir Azami Bellek,Arttırılabilir Azami Bellek,BaÄŸlantÄ±lar,BaÄŸlantÄ±lar (Ä°kincil),Bağlantılar,Bağlantılar (İkincil),Cihaz AÄŸÄ±rlÄ±ÄŸÄ±,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran KartÄ±,Ekran KartÄ± Bellek Tipi,Ekran KartÄ± HafÄ±zasÄ±,Ekran KartÄ± Tipi,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme HÄ±zÄ±,Ekran Yenileme Hızı,Ekran Özelliği,Garanti SÃ¼resi,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,KullanÄ±m AmacÄ±,Kullanım Amacı,Maksimum Ä°ÅŸlemci HÄ±zÄ± (GHz),Maksimum İşlemci Hızı (GHz),Okula DÃ¶nÃ¼ÅŸ,Okula Dönüş,Optik SÃ¼rÃ¼cÃ¼ Tipi,Optik Sürücü Tipi,Panel Tipi,Ram (Sistem BelleÄŸi),Ram (Sistem BelleÄŸi) Tipi,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,SSD Teknolojisi,Soket Tipi,Temel Ä°ÅŸlemci HÄ±zÄ± (GHz),Temel İşlemci Hızı (GHz),Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k,Ã‡Ã¶zÃ¼nÃ¼rlÃ¼k StandartÄ±,Ä°ÅŸlemci Modeli,Ä°ÅŸlemci Nesli,Ä°ÅŸlemci Tipi,Ä°ÅŸlemci Ã‡ekirdek SayÄ±sÄ±,Ä°ÅŸletim Sistemi,ÅžarjlÄ± KullanÄ±m SÃ¼resi,Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi,url,price
,,,,HDMI - USB,,,2 - 4 kg,Yok,"16,1 inç",,,,,Nvidia GeForce RTX 4050,GDDR6,6 GB,Dahili,,144 Hz,,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),,Oyun,,,,,,,IPS,,,16 GB,DDR5,Gri,512 GB,,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,7840HS,7. Nesil,AMD Ryzen 7,8,Free Dos,,https://www.trendyol.com//hp/victus-16-s0021nt-ryzen-7-7840hs-16gb-rtx-4050-6gb-512gb-ssd-16-1-inc-fhd-144hz-freedos-7z4n0ea-p-742849599,33.899 TL
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,12 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-12gb-256-gb-ssd-15-6-fhd-windows-10-home-n1611pvnb3520u-bt29-p-780327606,"15.747,91 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,8 GB,DDR1,Siyah,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-8-gb-256-gb-ssd-15-6-fhd-windows-11-home-n1605pvnb3520u-bt40-p-776111289,"15.496,65 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,12 GB,DDR1,Siyah,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-12gb-256-gb-ssd-15-6-fhd-windows-11-home-n1605pvnb3520u-bt41-p-776111200,"15.855,60 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,8 GB,DDR1,Siyah,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-8-gb-256-gb-ssd-15-6-fhd-windows-10-home-n1605pvnb3520u-bt20-p-776111152,"15.496,65 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,16 GB,DDR1,Siyah,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-16-gb-256-gb-ssd-15-6-fhd-freedos-n1605pvnb3520u-bt2-p-776094476,"14.922,33 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,8 GB,DDR1,Siyah,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-8-gb-512-gb-ssd-15-6-fhd-freedos-n1605pvnb3520u-bt5-p-776093666,"14.799,99 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,12 GB,DDR1,Siyah,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-12gb-256-gb-ssd-15-6-fhd-freedos-n1605pvnb3520u-bt1-p-776086492,"14.599,28 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,12 GB,DDR1,Siyah,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-12gb-512-gb-ssd-15-6-fhd-freedos-n1605pvnb3520u-bt6-p-776083605,"15.065,91 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,DDR,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,IPS,,,16 GB,DDR1,Siyah,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,10. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-core-i5-1235u-16-gb-512-gb-ssd-15-6-fhd-freedos-n1605pvnb3520u-bt7-p-776082552,"15.388,96 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-512-gb-ssd-15-6-fhd-windows-11-pro-n1611pvnb3520u-bt119-p-775781644,"16.214,54 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-256-gb-ssd-15-6-fhd-windows-11-pro-n1611pvnb3520u-bt112-p-775781448,"15.747,91 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-256-gb-ssd-15-6-fhd-windows-11-home-n1611pvnb3520u-bt56-p-775781143,"15.388,96 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,12 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-12gb-256-gb-ssd-15-6-fhd-windows-11-home-n1611pvnb3520u-bt57-p-775781056,"15.747,91 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,16 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-16-gb-256-gb-ssd-15-6-fhd-windows-10-pro-n1611pvnb3520u-bt86-p-775781043,"16.250,44 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-512-gb-ssd-15-6-fhd-windows-11-home-n1611pvnb3520u-bt63-p-775781021,"15.855,60 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-512-gb-ssd-15-6-fhd-windows-10-pro-n1611pvnb3520u-p-775780987,"16.035,07 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-256-gb-ssd-15-6-fhd-windows-10-pro-n1611pvnb3520u-bt84-p-775780881,"15.568,44 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,12 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-12gb-512-gb-ssd-15-6-fhd-windows-11-home-n1611pvnb3520u-bt64-p-775780780,"16.214,54 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,16 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-16-gb-256-gb-ssd-15-6-fhd-windows-11-home-n1611pvnb3520u-bt58-p-775780777,"16.070,96 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,12 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-12gb-256-gb-ssd-15-6-fhd-windows-10-pro-n1611pvnb3520u-bt85-p-775780771,"15.927,39 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-512-gb-ssd-15-6-fhd-windows-10-home-n1611pvnb3520u-bt35-p-775780193,"15.855,60 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,12 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-12gb-512-gb-ssd-15-6-fhd-windows-10-home-n1611pvnb3520u-bt36-p-775780154,"16.214,54 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,16 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-16-gb-256-gb-ssd-15-6-fhd-10-home-n1611pvnb3520u-bt30-p-775780085,"16.070,96 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,8 GB,DDR4,Gri,256 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-8-gb-256-gb-ssd-15-6-fhd-windows-10-home-n1611pvnb3520u-bt28-p-775779892,"15.388,96 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,16 GB,DDR4,Gri,1 TB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-16-gb-1-tbssd-15-6-fhd-freedos-n1611pvnb3520u-bt16-p-775750938,"15.891,49 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,20 GB,DDR4,Gri,1 TB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-20gb-1-tbssd-15-6-fhd-freedos-n1611pvnb3520u-bt17-p-775750723,"16.250,44 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,12 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-12gb-512-gb-ssd-15-6-fhd-freedos-n1611pvnb3520u-bt8-p-775750412,"14.958,23 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,SD,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),,Ofis - İş,,,,,,,,,,16 GB,DDR4,Gri,512 GB,,,,1.3,,,,,,,,,1920 x 1080,Full HD (FHD),,1235U,12. Nesil,Intel Core i5,10,Free Dos,6 Saat ve Üstü,https://www.trendyol.com//dell/vostro-3520-i5-1235u-16-gb-512-gb-ssd-15-6-fhd-freedos-n1611pvnb3520u-bt9-p-775750272,"15.281,28 TL"
,,,,USB - Bluetooth - HDMI,,,2 kg ve Altı,Yok,"15,6 inç",,,,,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,,60 Hz,,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (Aydınlatmalı),,Ofis - İş,,4.7,,,,,IPS,,,64 GB,DDR4,Gri,1 TB,Gen 4,,,,,,,,,,,,1920 x 1080,Full HD (FHD),,1255U,12. Nesil,Intel Core i7,10,Windows,,https://www.trendyol.com//casper/nirvana-c650-1255-ef00r-g-f-intel-core-i7-1255u-64gb-ram-1tb-nvme-ssd-gen4-windows-11-pro-p-740918927,31.899 TL
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,8 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/vostro-3400-i5-1135g7-8-gb-1-tbhdd-256-gb-ssd-2gb-mx330-w1o-pro-14-n4030vn3400emeabt85-p-666014009,"14.922,33 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,12 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/vostro-3400-i5-1135g7-12gb-256-gb-ssd-2gb-mx330-w10-home-uyumlu-14-n4030vn3400emeabt41-p-665730819,"14.240,33 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,16 GB,DDR4,Gri,512 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/vostro-3400-i5-1135g7-16-gb-512-gb-ssd-2gb-mx330-w1o-pro-14-n4030vn3400emeabt92-p-665693899,"15.209,49 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,20 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/vostro-3400-i5-1135g7-20gb-256-gb-ssd-2gb-mx330-14-w10-home-n4030vn3400emeabt169-p-665693639,"14.922,33 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,20 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/vostro-3400-i5-1135g7-20gb-256-gb-ssd-2gb-mx330-14-w10-pro-n4030vn3400emeabt177-p-665693628,"15.101,81 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,24 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/vostro-3400-i5-1135g7-24-gb-256-gb-ssd-2gb-mx330-w11-pro-14-n4030vn3400emeabt123-p-665693621,"15.532,54 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,8 GB,DDR4,Gri,512 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,,https://www.trendyol.com//dell/vostro-3400-i5-1135g7-8-gb-1-tbhdd-512-gb-ssd-2gb-mx330-w1o-pro-14-n4030vn3400emeabt95-p-665693611,"15.388,96 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,12 GB,DDR4,Gri,2 TB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//dell/vostro-3400-core-i5-1135g7-12gb-2-tbssd-2gb-mx330-freedos-14-n4030vn3400emeabt31-p-665693598,"15.604,33 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,32 GB,DDR4,Gri,256 GB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//dell/vostro-3400-core-i5-1135g7-32-gb-256-gb-ssd-2gb-mx330-freedos-14-n4030vn3400emeabt4-p-665693589,"14.419,80 TL"
,,,,,,,2 - 4 kg,Yok,14 inç,,,,,Nvidia GeForce MX330,GDDR5,2 GB,Harici,,Belirtilmemiş,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,,Ofis - İş,,,,,,Yok,,,,8 GB,DDR4,Gri,2 TB,,,,,,,,,,,,,1366 x 768,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//dell/vostro-3400-core-i5-1135g7-8-gb-2-tbssd-2gb-mx330-freedos-14-n4030vn3400emeabt30-p-665693584,"15.245,38 TL"
